n	k	d	fom	l	m	A	B	wt	fam	C	D
420	6	22	6.9143	5	42	x^0*y^32+x^2*y^7+x^2*y^39+x^3*y^12+x^3*y^37+x^4*y^38	x^1*y^18+x^1*y^35+x^2*y^23+x^3*y^21	10	css		
836	4	38	6.9091	38	11	x^0*y^6+x^4*y^0+x^10*y^5+x^19*y^8+x^21*y^4+x^26*y^1	x^0*y^2+x^4*y^1+x^4*y^5+x^6*y^2+x^16*y^1+x^17*y^5+x^18*y^10+x^23*y^10	14	css		
350	6	20	6.8571	35	5	x^2*y^0+x^15*y^0+x^16*y^3+x^27*y^2+x^30*y^4	x^2*y^2+x^8*y^1+x^20*y^4	8	css		
56	6	8	6.8571	7	4	x^0*y^2+x^1*y^1+x^2*y^3+x^5*y^0	x^0*y^1+x^0*y^2+x^4*y^3+x^6*y^0	8	css		
896	6	32	6.8571	56	8	x^5*y^5+x^8*y^5+x^29*y^3+x^36*y^4+x^49*y^6	x^6*y^4+x^15*y^1+x^20*y^4+x^34*y^0+x^37*y^2	10	css		
150	4	16	6.8267	3	25	x^0*y^17+x^0*y^21+x^1*y^6+x^1*y^24+x^2*y^3+x^2*y^6	x^0*y^12+x^1*y^16+x^2*y^2	9	css		
680	4	34	6.8000	34	10	x^4*y^1+x^5*y^1+x^8*y^1+x^15*y^6	x^1*y^0+x^2*y^9+x^3*y^7+x^27*y^7+x^28*y^8+x^29*y^0	10	css		
60	4	10	6.6667	5	6	x^1*y^4+x^2*y^0+x^2*y^3+x^2*y^5	x^0*y^4+x^1*y^2+x^1*y^3+x^2*y^1+x^3*y^1+x^3*y^5+x^4*y^0+x^4*y^2	12	css		
120	8	10	6.6667	2	30	x^0*y^5+x^0*y^11+x^0*y^14+x^0*y^23+x^1*y^9+x^1*y^17+x^1*y^21+x^1*y^29	x^0*y^2+x^0*y^26+x^1*y^4+x^1*y^15+x^1*y^29	13	css		
960	4	40	6.6667	24	20	x^2*y^14+x^4*y^18+x^8*y^16+x^13*y^11	x^3*y^14+x^16*y^6+x^23*y^1	7	css		
24	10	4	6.6667	4	3	x^0*y^0+x^0*y^1+x^0*y^2+x^1*y^1+x^2*y^0+x^2*y^1+x^2*y^2+x^3*y^1	x^0*y^1+x^1*y^0+x^2*y^0+x^3*y^1	12	css		
54	10	6	6.6667	9	3	x^0*y^1+x^2*y^1+x^3*y^1+x^8*y^1	x^1*y^0+x^1*y^1+x^2*y^2+x^3*y^0+x^3*y^2+x^5*y^1+x^5*y^2+x^8*y^1	12	css		
588	4	31	6.5374	6	49	x^0*y^8+x^0*y^26+x^2*y^24+x^4*y^39	x^2*y^10+x^3*y^14+x^3*y^24+x^4*y^18	8	css		
416	4	26	6.5000	52	4	x^5*y^0+x^11*y^1+x^21*y^3+x^27*y^1+x^39*y^1+x^41*y^0	x^19*y^3+x^27*y^1+x^33*y^3+x^46*y^3	10	css		
124	2	20	6.4516	31	2	x^4*y^0+x^16*y^1+x^27*y^1+x^29*y^1	x^5*y^0+x^8*y^1+x^13*y^0+x^28*y^0	8	css		
112	2	19	6.4464	8	7	x^0*y^0+x^2*y^0+x^3*y^5+x^5*y^0+x^5*y^2+x^5*y^4	x^0*y^0+x^0*y^5+x^1*y^2+x^1*y^5+x^2*y^0+x^2*y^1+x^4*y^5+x^7*y^1	14	css		
280	2	30	6.4286	4	35	x^0*y^28+x^1*y^0+x^1*y^6+x^1*y^26+x^1*y^28+x^1*y^30+x^1*y^32+x^2*y^14	x^0*y^18+x^0*y^27+x^1*y^6+x^1*y^10+x^2*y^12+x^3*y^23	14	css		
630	2	45	6.4286	9	35	x^0*y^2+x^0*y^21+x^0*y^26+x^3*y^21+x^5*y^30+x^7*y^33	x^0*y^13+x^1*y^32+x^2*y^7+x^6*y^18	10	css		
360	2	34	6.4222	45	4	x^4*y^3+x^21*y^1+x^22*y^1+x^39*y^0	x^10*y^0+x^21*y^1+x^29*y^2+x^38*y^0	8	css		
90	2	17	6.4222	5	9	x^0*y^2+x^1*y^4+x^2*y^0+x^2*y^7+x^3*y^4+x^3*y^8+x^4*y^3+x^4*y^6	x^0*y^4+x^1*y^3+x^2*y^8+x^3*y^1+x^3*y^4+x^3*y^6+x^4*y^3+x^4*y^7	16	css		
40	4	8	6.4000	4	5	x^0*y^0+x^0*y^3+x^0*y^4+x^2*y^0+x^2*y^1+x^2*y^3+x^3*y^2+x^3*y^3	x^0*y^1+x^0*y^4+x^1*y^2+x^1*y^3+x^1*y^4+x^3*y^0	14	css		
320	2	32	6.4000	4	40	x^0*y^0+x^0*y^22+x^2*y^28+x^3*y^3	x^1*y^26+x^2*y^2+x^2*y^23+x^3*y^10	8	css		
138	2	21	6.3913	3	23	x^0*y^0+x^0*y^18+x^1*y^13+x^2*y^10	x^0*y^10+x^0*y^14+x^0*y^18+x^1*y^20+x^2*y^2+x^2*y^6+x^2*y^8+x^2*y^22	12	css		
152	2	22	6.3684	4	19	x^0*y^13+x^2*y^2+x^2*y^6+x^2*y^7	x^0*y^12+x^1*y^6+x^1*y^15+x^3*y^12	8	css		
102	2	18	6.3529	17	3	x^1*y^2+x^6*y^1+x^8*y^0+x^9*y^0+x^10*y^0+x^12*y^0+x^12*y^1+x^13*y^0	x^1*y^0+x^3*y^1+x^10*y^0+x^12*y^0+x^13*y^2+x^14*y^2	14	css		
126	2	20	6.3492	3	21	x^0*y^8+x^0*y^12+x^1*y^1+x^1*y^6+x^1*y^11+x^1*y^17+x^2*y^4+x^2*y^6	x^0*y^3+x^0*y^8+x^0*y^13+x^1*y^3+x^1*y^5+x^2*y^0+x^2*y^3+x^2*y^10	16	css		
504	2	40	6.3492	21	12	x^1*y^7+x^6*y^9+x^15*y^6+x^15*y^11	x^5*y^5+x^5*y^7+x^7*y^1+x^10*y^2+x^11*y^10+x^13*y^4	10	css		
114	2	19	6.3333	19	3	x^1*y^0+x^2*y^2+x^3*y^0+x^4*y^2+x^9*y^2+x^14*y^0+x^15*y^1+x^17*y^1	x^3*y^1+x^3*y^2+x^7*y^0+x^8*y^0+x^9*y^2+x^13*y^2+x^17*y^0+x^17*y^2	16	css		
228	4	19	6.3333	6	19	x^0*y^5+x^1*y^9+x^2*y^17+x^3*y^12+x^3*y^17+x^5*y^8	x^2*y^3+x^2*y^5+x^5*y^6+x^5*y^10	10	css		
140	2	21	6.3000	14	5	x^0*y^4+x^4*y^2+x^6*y^2+x^7*y^4+x^9*y^2+x^12*y^0+x^13*y^1+x^13*y^3	x^4*y^3+x^6*y^0+x^12*y^4+x^13*y^4	12	css		
168	2	23	6.2976	12	7	x^0*y^5+x^6*y^0+x^7*y^4+x^8*y^5+x^10*y^3+x^10*y^6	x^1*y^5+x^4*y^4+x^5*y^6+x^6*y^3+x^10*y^4+x^10*y^6	12	css		
92	2	17	6.2826	2	23	x^0*y^0+x^0*y^1+x^0*y^13+x^0*y^15+x^0*y^20+x^0*y^22+x^1*y^2+x^1*y^19	x^0*y^6+x^0*y^13+x^0*y^20+x^1*y^7+x^1*y^11+x^1*y^12+x^1*y^14+x^1*y^15	16	css		
184	2	24	6.2609	2	46	x^0*y^1+x^0*y^4+x^0*y^38+x^1*y^10+x^1*y^22+x^1*y^44	x^0*y^1+x^0*y^34+x^0*y^39+x^0*y^44+x^1*y^10+x^1*y^13+x^1*y^26+x^1*y^28	14	css		
800	2	50	6.2500	16	25	x^8*y^15+x^9*y^12+x^10*y^7+x^14*y^9	x^0*y^23+x^5*y^2+x^5*y^5+x^8*y^3+x^11*y^3+x^11*y^7	10	css		
200	2	25	6.2500	5	20	x^0*y^5+x^0*y^7+x^0*y^12+x^4*y^3+x^4*y^9+x^4*y^16	x^0*y^6+x^1*y^5+x^1*y^16+x^2*y^12	10	css		
64	4	10	6.2500	4	8	x^0*y^4+x^1*y^1+x^1*y^7+x^2*y^1+x^3*y^2+x^3*y^3	x^0*y^2+x^1*y^3+x^2*y^3+x^2*y^5+x^3*y^1+x^3*y^4	12	css		
128	2	20	6.2500	32	2	x^2*y^1+x^14*y^1+x^17*y^1+x^30*y^1	x^14*y^0+x^18*y^1+x^19*y^0+x^26*y^1+x^29*y^0+x^31*y^1	10	css		
104	2	18	6.2308	13	4	x^2*y^1+x^3*y^0+x^4*y^2+x^7*y^0+x^7*y^2+x^7*y^3+x^8*y^1+x^12*y^2	x^2*y^0+x^2*y^1+x^5*y^1+x^5*y^3+x^10*y^3+x^11*y^0+x^11*y^3+x^12*y^3	16	css		
52	4	9	6.2308	13	2	x^0*y^1+x^1*y^1+x^3*y^1+x^8*y^1+x^9*y^0+x^9*y^1+x^10*y^1+x^12*y^0	x^4*y^1+x^6*y^1+x^9*y^0+x^11*y^0	12	css		
116	2	19	6.2241	2	29	x^0*y^3+x^0*y^13+x^0*y^22+x^1*y^17+x^1*y^23+x^1*y^28	x^0*y^14+x^0*y^16+x^1*y^0+x^1*y^4+x^1*y^9+x^1*y^15	12	css		
156	2	22	6.2051	2	39	x^0*y^1+x^0*y^30+x^0*y^33+x^1*y^11+x^1*y^32+x^1*y^38	x^0*y^19+x^1*y^10+x^1*y^21+x^1*y^27	10	css		
310	2	31	6.2000	31	5	x^1*y^3+x^2*y^0+x^9*y^3+x^13*y^4+x^19*y^4+x^20*y^0	x^1*y^3+x^6*y^2+x^15*y^1+x^25*y^0	10	css		
130	2	20	6.1538	13	5	x^0*y^4+x^2*y^0+x^3*y^1+x^5*y^4+x^7*y^3+x^7*y^4+x^9*y^1+x^10*y^4	x^0*y^1+x^2*y^1+x^5*y^2+x^7*y^2+x^7*y^3+x^9*y^1+x^9*y^2+x^10*y^1	16	css		
220	2	26	6.1455	2	55	x^0*y^2+x^0*y^36+x^0*y^38+x^0*y^43	x^0*y^11+x^0*y^26+x^0*y^30+x^1*y^16	8	css		
990	2	55	6.1111	9	55	x^1*y^4+x^1*y^16+x^1*y^28+x^1*y^50+x^4*y^39+x^4*y^40+x^5*y^42+x^5*y^45	x^1*y^35+x^1*y^53+x^3*y^5+x^3*y^35+x^4*y^50+x^5*y^26+x^5*y^33+x^6*y^48	16	css		
84	2	16	6.0952	21	2	x^0*y^1+x^3*y^0+x^5*y^0+x^7*y^1+x^13*y^0+x^19*y^1	x^5*y^1+x^12*y^0+x^12*y^1+x^15*y^1	10	css		
42	4	8	6.0952	7	3	x^0*y^1+x^0*y^2+x^1*y^0+x^2*y^0+x^2*y^1+x^3*y^1+x^6*y^0	x^0*y^2+x^4*y^0+x^4*y^1+x^5*y^2+x^6*y^2	12	css		
66	4	10	6.0606	11	3	x^2*y^1+x^2*y^2+x^4*y^0+x^5*y^2+x^7*y^1+x^10*y^1+x^10*y^2	x^0*y^1+x^0*y^2+x^5*y^0+x^5*y^2+x^6*y^1+x^7*y^0+x^9*y^0+x^10*y^0	15	css		
132	2	20	6.0606	33	2	x^2*y^1+x^10*y^1+x^19*y^0+x^23*y^1	x^4*y^0+x^8*y^0+x^13*y^0+x^14*y^0+x^25*y^1+x^27*y^0	10	css		
160	2	22	6.0500	10	8	x^1*y^2+x^3*y^1+x^5*y^6+x^6*y^4	x^1*y^5+x^6*y^0+x^7*y^0+x^9*y^7	8	css		
224	2	26	6.0357	56	2	x^25*y^0+x^28*y^0+x^35*y^1+x^45*y^0	x^49*y^0+x^49*y^1+x^51*y^0+x^52*y^1	8	css		
96	2	17	6.0208	16	3	x^0*y^2+x^2*y^2+x^4*y^0+x^6*y^1+x^10*y^0+x^10*y^2+x^13*y^0+x^14*y^2	x^2*y^1+x^2*y^2+x^5*y^2+x^8*y^2+x^9*y^1+x^12*y^2	14	css		
120	2	19	6.0167	20	3	x^1*y^0+x^1*y^2+x^5*y^1+x^11*y^1+x^14*y^2+x^17*y^2	x^2*y^1+x^3*y^1+x^10*y^2+x^13*y^0	10	css		
176	2	23	6.0114	8	11	x^2*y^4+x^3*y^9+x^4*y^9+x^7*y^4	x^1*y^7+x^4*y^7+x^5*y^5+x^7*y^3	8	css		
256	6	16	6.0000	32	4	x^5*y^3+x^7*y^2+x^12*y^3+x^18*y^2+x^19*y^2+x^31*y^2	x^0*y^1+x^0*y^2+x^7*y^2+x^16*y^3	10	css		
972	2	54	6.0000	54	9	x^9*y^4+x^23*y^4+x^42*y^3+x^44*y^6	x^10*y^0+x^12*y^0+x^19*y^8+x^23*y^5+x^25*y^5+x^30*y^6	10	css		
588	2	42	6.0000	7	42	x^0*y^25+x^2*y^22+x^3*y^13+x^6*y^17	x^0*y^6+x^1*y^8+x^2*y^2+x^3*y^35+x^5*y^8+x^5*y^20+x^6*y^26+x^6*y^30	12	css		
48	8	6	6.0000	2	12	x^0*y^7+x^0*y^8+x^0*y^9+x^0*y^10+x^1*y^1+x^1*y^3+x^1*y^6+x^1*y^8	x^0*y^6+x^1*y^2+x^1*y^6+x^1*y^10	12	css		
432	2	36	6.0000	9	24	x^1*y^7+x^1*y^13+x^5*y^4+x^6*y^4+x^6*y^8+x^6*y^17+x^7*y^2+x^8*y^23	x^0*y^2+x^4*y^13+x^4*y^20+x^7*y^14+x^8*y^10+x^8*y^12	14	css		
300	2	30	6.0000	30	5	x^1*y^1+x^3*y^4+x^4*y^4+x^9*y^1+x^19*y^2+x^22*y^4+x^25*y^0+x^26*y^3	x^0*y^3+x^9*y^1+x^10*y^0+x^10*y^2	12	css		
108	2	18	6.0000	6	9	x^1*y^0+x^1*y^3+x^1*y^4+x^2*y^6+x^3*y^4+x^3*y^6+x^4*y^1+x^4*y^3	x^0*y^6+x^1*y^6+x^3*y^0+x^3*y^5+x^4*y^6+x^4*y^7+x^5*y^6+x^5*y^8	16	css		
36	6	6	6.0000	3	6	x^0*y^3+x^0*y^5+x^1*y^0+x^1*y^3+x^2*y^2+x^2*y^4	x^0*y^0+x^0*y^2+x^1*y^1+x^1*y^3+x^1*y^5+x^2*y^0+x^2*y^2+x^2*y^5	14	css		
768	2	48	6.0000	16	24	x^5*y^21+x^9*y^15+x^11*y^3+x^12*y^11+x^14*y^11+x^14*y^19+x^15*y^5+x^15*y^6	x^0*y^9+x^3*y^16+x^7*y^22+x^12*y^22	12	css		
64	6	8	6.0000	16	2	x^2*y^0+x^3*y^0+x^5*y^1+x^7*y^0+x^8*y^1+x^9*y^0+x^9*y^1+x^11*y^1	x^0*y^0+x^8*y^1+x^10*y^0+x^14*y^0	12	css		
192	2	24	6.0000	12	8	x^1*y^0+x^5*y^1+x^6*y^1+x^9*y^2	x^3*y^2+x^5*y^0+x^6*y^1+x^6*y^5+x^7*y^6+x^9*y^4+x^10*y^1+x^10*y^2	12	css		
54	4	9	6.0000	3	9	x^0*y^5+x^1*y^2+x^1*y^4+x^1*y^5+x^1*y^8+x^2*y^1+x^2*y^4	x^0*y^7+x^1*y^1+x^2*y^0+x^2*y^2	11	css		
60	10	6	6.0000	15	2	x^0*y^0+x^4*y^0+x^5*y^0+x^9*y^1	x^3*y^0+x^4*y^0+x^9*y^0+x^13*y^1	8	css		
570	2	41	5.8982	5	57	x^1*y^12+x^1*y^33+x^3*y^0+x^3*y^21	x^0*y^40+x^2*y^3+x^2*y^21+x^2*y^39	8	css		
98	2	17	5.8980	7	7	x^0*y^0+x^0*y^3+x^0*y^5+x^3*y^4	x^0*y^3+x^1*y^2+x^2*y^2+x^2*y^3+x^5*y^2+x^5*y^3	10	css		
110	2	18	5.8909	11	5	x^1*y^4+x^5*y^1+x^7*y^1+x^8*y^3+x^9*y^0+x^10*y^2	x^3*y^0+x^7*y^0+x^8*y^2+x^9*y^4	10	css		
174	4	16	5.8851	3	29	x^0*y^4+x^0*y^15+x^2*y^13+x^2*y^15	x^0*y^9+x^1*y^27+x^2*y^8	7	css		
136	2	20	5.8824	2	34	x^0*y^7+x^0*y^9+x^0*y^24+x^0*y^29+x^1*y^1+x^1*y^19	x^0*y^0+x^0*y^6+x^0*y^15+x^1*y^12	10	css		
150	2	21	5.8800	3	25	x^0*y^17+x^1*y^7+x^2*y^2+x^2*y^12+x^2*y^14+x^2*y^22	x^0*y^20+x^1*y^0+x^1*y^11+x^2*y^22	10	css		
600	2	42	5.8800	60	5	x^19*y^3+x^30*y^2+x^37*y^2+x^49*y^2	x^35*y^3+x^42*y^1+x^42*y^4+x^50*y^3	8	css		
752	2	47	5.8750	47	8	x^17*y^3+x^35*y^1+x^35*y^3+x^38*y^3+x^40*y^3+x^42*y^1	x^1*y^0+x^2*y^3+x^18*y^6+x^30*y^4+x^39*y^7+x^44*y^3	12	css		
420	2	35	5.8333	42	5	x^5*y^2+x^5*y^4+x^28*y^1+x^29*y^4	x^5*y^4+x^10*y^0+x^20*y^1+x^28*y^4+x^32*y^3+x^34*y^3+x^35*y^4+x^40*y^1	12	css		
88	2	16	5.8182	11	4	x^3*y^0+x^5*y^2+x^6*y^0+x^6*y^1+x^6*y^3+x^8*y^0+x^8*y^1+x^10*y^2	x^1*y^2+x^3*y^3+x^8*y^1+x^10*y^1	12	css		
760	2	47	5.8132	19	20	x^1*y^17+x^2*y^14+x^9*y^15+x^16*y^4	x^2*y^17+x^4*y^15+x^11*y^16+x^13*y^7	8	css		
290	2	29	5.8000	5	29	x^0*y^10+x^0*y^25+x^4*y^1+x^4*y^4	x^0*y^9+x^1*y^7+x^2*y^2+x^3*y^23	8	css		
100	2	17	5.7800	2	25	x^0*y^6+x^0*y^8+x^0*y^17+x^0*y^23+x^1*y^5+x^1*y^11+x^1*y^17+x^1*y^22	x^0*y^10+x^0*y^16+x^0*y^17+x^1*y^3+x^1*y^4+x^1*y^7+x^1*y^15+x^1*y^23	16	css		
234	8	13	5.7778	3	39	x^0*y^13+x^0*y^28+x^2*y^7+x^2*y^16	x^0*y^28+x^1*y^5+x^1*y^16+x^2*y^4+x^2*y^27	9	css		
936	2	52	5.7778	52	9	x^2*y^7+x^22*y^7+x^42*y^5+x^50*y^0	x^3*y^8+x^27*y^7+x^30*y^2+x^31*y^2+x^35*y^7+x^35*y^8+x^37*y^4+x^49*y^4	12	css		
78	2	15	5.7692	3	13	x^0*y^0+x^1*y^1+x^1*y^2+x^1*y^3+x^1*y^10+x^1*y^11+x^2*y^3+x^2*y^11	x^0*y^11+x^2*y^6+x^2*y^7+x^2*y^9	12	css		
560	2	40	5.7143	8	35	x^1*y^11+x^3*y^18+x^3*y^33+x^4*y^24+x^5*y^20+x^6*y^29	x^2*y^22+x^4*y^2+x^4*y^7+x^5*y^7+x^5*y^17+x^6*y^3+x^6*y^23+x^7*y^22	14	css		
112	10	8	5.7143	2	28	x^0*y^6+x^0*y^14+x^0*y^17+x^0*y^20+x^1*y^0+x^1*y^12+x^1*y^17+x^1*y^26	x^0*y^2+x^0*y^8+x^0*y^12+x^0*y^23+x^1*y^13+x^1*y^25	14	css		
918	2	51	5.6667	9	51	x^0*y^23+x^1*y^26+x^3*y^18+x^6*y^20	x^1*y^18+x^2*y^24+x^3*y^22+x^5*y^44+x^6*y^6+x^7*y^49+x^8*y^31+x^8*y^46	12	css		
624	2	42	5.6538	39	8	x^0*y^4+x^18*y^3+x^22*y^7+x^35*y^3	x^9*y^2+x^9*y^6+x^20*y^2+x^22*y^6	8	css		
204	2	24	5.6471	2	51	x^0*y^26+x^1*y^3+x^1*y^5+x^1*y^34	x^1*y^21+x^1*y^24+x^1*y^25+x^1*y^26	8	css		
80	2	15	5.6250	8	5	x^0*y^0+x^0*y^1+x^0*y^3+x^1*y^1+x^3*y^0+x^4*y^2	x^0*y^1+x^1*y^3+x^2*y^0+x^2*y^2+x^2*y^4+x^4*y^3+x^7*y^0+x^7*y^2	14	css		
720	2	45	5.6250	40	9	x^3*y^1+x^3*y^7+x^15*y^1+x^20*y^8+x^23*y^4+x^26*y^5+x^33*y^7+x^34*y^4	x^21*y^4+x^27*y^0+x^27*y^8+x^29*y^8	12	css		
858	2	49	5.5967	13	33	x^1*y^11+x^6*y^7+x^7*y^6+x^8*y^28	x^1*y^24+x^4*y^2+x^8*y^31+x^12*y^18	8	css		
574	2	40	5.5749	41	7	x^7*y^5+x^13*y^1+x^18*y^4+x^21*y^2	x^8*y^5+x^27*y^2+x^29*y^1+x^32*y^5	8	css		
728	6	26	5.5714	26	14	x^2*y^8+x^5*y^11+x^9*y^3	x^0*y^11+x^3*y^6+x^3*y^9+x^4*y^11+x^8*y^4+x^13*y^6+x^17*y^9+x^22*y^11	11	css		
546	2	39	5.5714	21	13	x^4*y^3+x^6*y^7+x^11*y^5+x^17*y^0	x^5*y^6+x^5*y^9+x^9*y^11+x^12*y^7+x^16*y^11+x^19*y^0	10	css		
368	2	32	5.5652	46	4	x^13*y^1+x^14*y^0+x^36*y^2+x^42*y^0	x^0*y^0+x^18*y^3+x^24*y^2+x^36*y^0	8	css		
144	2	20	5.5556	4	18	x^1*y^1+x^2*y^4+x^3*y^14+x^3*y^16	x^0*y^8+x^1*y^15+x^1*y^17+x^2*y^7	8	css		
396	2	33	5.5000	6	33	x^0*y^25+x^2*y^26+x^3*y^11+x^4*y^10+x^5*y^25+x^5*y^29	x^0*y^9+x^1*y^2+x^1*y^6+x^1*y^22+x^3*y^0+x^3*y^11+x^4*y^0+x^5*y^31	14	css		
318	6	17	5.4528	53	3	x^5*y^0+x^32*y^0+x^36*y^0+x^38*y^0	x^3*y^2+x^5*y^2+x^18*y^2+x^22*y^2	8	css		
558	2	39	5.4516	9	31	x^0*y^22+x^3*y^19+x^4*y^22+x^6*y^7	x^0*y^16+x^1*y^11+x^2*y^23+x^3*y^14+x^3*y^18+x^7*y^10	10	css		
72	2	14	5.4444	6	6	x^1*y^0+x^4*y^1+x^4*y^3+x^5*y^1	x^0*y^0+x^1*y^2+x^4*y^3+x^4*y^5+x^5*y^0+x^5*y^5	10	css		
36	4	7	5.4444	9	2	x^2*y^1+x^3*y^1+x^4*y^0+x^5*y^0+x^6*y^1+x^7*y^1	x^0*y^1+x^4*y^0+x^5*y^0+x^7*y^0+x^7*y^1+x^8*y^0	12	css		
424	4	24	5.4340	4	53	x^1*y^35+x^2*y^36+x^2*y^40+x^3*y^52	x^0*y^22+x^2*y^44+x^3*y^35+x^3*y^45	8	css		
270	2	27	5.4000	9	15	x^0*y^14+x^2*y^1+x^2*y^8+x^3*y^0+x^4*y^11+x^5*y^9+x^6*y^13+x^8*y^0	x^3*y^0+x^3*y^13+x^6*y^1+x^7*y^11	12	css		
480	2	36	5.4000	4	60	x^0*y^52+x^0*y^55+x^0*y^57+x^1*y^11	x^1*y^2+x^1*y^17+x^1*y^35+x^1*y^49+x^3*y^30+x^3*y^34	10	css		
714	4	31	5.3838	51	7	x^19*y^4+x^39*y^4+x^50*y^1	x^5*y^0+x^34*y^2+x^47*y^4+x^49*y^1	7	css		
272	2	27	5.3603	8	17	x^0*y^14+x^4*y^10+x^6*y^13+x^7*y^1	x^1*y^5+x^2*y^7+x^3*y^6+x^4*y^13	8	css		
24	8	4	5.3333	6	2	x^0*y^0+x^0*y^1+x^1*y^0+x^3*y^0+x^5*y^0	x^1*y^1+x^3*y^1+x^5*y^0	8	css		
864	2	48	5.3333	9	48	x^0*y^46+x^5*y^42+x^6*y^1+x^7*y^3	x^2*y^35+x^4*y^1+x^4*y^25+x^5*y^3+x^5*y^25+x^8*y^32	10	css		
48	4	8	5.3333	4	6	x^0*y^2+x^0*y^3+x^0*y^4+x^1*y^3+x^1*y^5+x^2*y^1+x^2*y^4+x^3*y^1	x^0*y^2+x^0*y^5+x^1*y^5+x^2*y^4+x^3*y^3	13	css		
672	2	42	5.2500	8	42	x^2*y^0+x^2*y^9+x^2*y^17+x^2*y^35+x^4*y^2+x^4*y^22+x^6*y^22+x^6*y^32	x^1*y^1+x^1*y^3+x^2*y^3+x^3*y^5+x^3*y^9+x^3*y^21+x^3*y^24+x^3*y^38	16	css		
846	2	47	5.2222	47	9	x^1*y^6+x^5*y^4+x^5*y^5+x^11*y^7+x^17*y^6+x^17*y^7+x^26*y^4+x^44*y^5	x^8*y^8+x^10*y^6+x^32*y^6+x^41*y^3+x^41*y^7+x^44*y^4	14	css		
48	10	5	5.2083	4	6	x^0*y^2+x^0*y^4+x^1*y^1+x^1*y^4+x^2*y^3+x^2*y^4	x^1*y^0+x^1*y^3+x^2*y^0+x^2*y^2+x^3*y^0+x^3*y^5	12	css		
260	2	26	5.2000	5	26	x^1*y^2+x^1*y^20+x^2*y^12+x^2*y^17	x^0*y^15+x^3*y^6+x^4*y^6+x^4*y^23	8	css		
304	2	28	5.1579	4	38	x^0*y^7+x^0*y^33+x^1*y^33+x^2*y^33	x^0*y^11+x^1*y^19+x^1*y^24+x^2*y^31	8	css		
76	2	14	5.1579	19	2	x^3*y^0+x^7*y^0+x^12*y^1+x^15*y^1	x^6*y^1+x^8*y^0+x^8*y^1+x^11*y^1+x^12*y^0+x^14*y^0+x^14*y^1+x^17*y^1	12	css		
42	6	6	5.1429	7	3	x^1*y^1+x^3*y^2+x^4*y^2	x^0*y^0+x^4*y^2+x^6*y^1	6	css		
656	2	41	5.1250	8	41	x^2*y^20+x^3*y^9+x^4*y^21+x^4*y^31	x^2*y^4+x^2*y^14+x^3*y^11+x^3*y^40	8	css		
198	6	13	5.1212	33	3	x^4*y^1+x^6*y^0+x^10*y^0+x^24*y^2	x^19*y^1+x^22*y^0+x^23*y^2+x^28*y^0	8	css		
828	2	46	5.1111	46	9	x^4*y^4+x^9*y^3+x^11*y^7+x^21*y^7+x^38*y^4+x^44*y^3	x^9*y^1+x^34*y^6+x^35*y^1+x^40*y^7	10	css		
210	2	23	5.0381	5	21	x^0*y^17+x^1*y^4+x^2*y^8+x^3*y^16	x^1*y^0+x^1*y^11+x^1*y^13+x^4*y^9	8	css		
810	2	45	5.0000	27	15	x^0*y^9+x^3*y^14+x^9*y^5+x^20*y^5	x^12*y^10+x^15*y^8+x^18*y^12+x^24*y^8	8	css		
250	2	25	5.0000	5	25	x^0*y^12+x^0*y^21+x^1*y^11+x^3*y^3+x^3*y^7+x^3*y^21+x^4*y^10+x^4*y^21	x^0*y^10+x^0*y^17+x^1*y^19+x^2*y^13+x^3*y^6+x^3*y^8	14	css		
1000	2	50	5.0000	50	10	x^12*y^2+x^17*y^2+x^20*y^5+x^20*y^6+x^24*y^0+x^40*y^7	x^0*y^3+x^2*y^6+x^4*y^0+x^10*y^9+x^22*y^3+x^30*y^5+x^36*y^2+x^36*y^7	14	css		
500	4	25	5.0000	5	50	x^0*y^36+x^1*y^35+x^3*y^13+x^4*y^24	x^1*y^1+x^1*y^7+x^1*y^30+x^1*y^41+x^2*y^46+x^3*y^9	10	css		
490	2	35	5.0000	7	35	x^0*y^2+x^0*y^16+x^3*y^2+x^6*y^2	x^0*y^3+x^1*y^2+x^3*y^2+x^4*y^14+x^5*y^3+x^6*y^2+x^6*y^17+x^6*y^29	12	css		
270	6	15	5.0000	45	3	x^1*y^0+x^21*y^2+x^27*y^1+x^31*y^1	x^3*y^2+x^10*y^0+x^11*y^1+x^13*y^0+x^14*y^0+x^16*y^2+x^34*y^2+x^39*y^2	12	css		
32	10	4	5.0000	8	2	x^0*y^0+x^0*y^1+x^2*y^0+x^3*y^0+x^4*y^0+x^5*y^0	x^0*y^0+x^1*y^1+x^3*y^0+x^4*y^1+x^5*y^1+x^7*y^1	12	css		
30	6	5	5.0000	3	5	x^1*y^2+x^1*y^4+x^2*y^0+x^2*y^2	x^0*y^2+x^0*y^3+x^1*y^0+x^1*y^1+x^2*y^2+x^2*y^4	10	css		
180	2	21	4.9000	9	10	x^0*y^3+x^0*y^7+x^2*y^8+x^2*y^9+x^4*y^5+x^6*y^1+x^6*y^9+x^7*y^1	x^0*y^9+x^1*y^1+x^2*y^9+x^4*y^9+x^7*y^1+x^8*y^7	14	css		
490	6	20	4.8980	7	35	x^4*y^0+x^4*y^13+x^4*y^32	x^0*y^0+x^0*y^3+x^2*y^13+x^3*y^15+x^6*y^9+x^6*y^26	9	css		
